### DELAY ###

delay, 60522597.3520246

### AVERAGE THROUGHPUT ###

avr_thr, 1529.34

### END TO END LOSS ###

e2e, 0.103552168815944

### FAIRNESS ###

fairness, 0.803703397016804

### TOTAL ENERGY USAGE ###

tot_ener, 8853.772228

### THROUGHPUT BY CYCLE ###

cycle, 300000000000,75.92
cycle, 275000000000,77.02
cycle, 475000000000,76.88
cycle, 25000000000,75.3
cycle, 250000000000,77.22
cycle, 400000000000,77.14
cycle, 75000000000,76.06
cycle, 425000000000,77.74
cycle, 350000000000,76.46
cycle, 325000000000,76.64
cycle, 100000000000,76.34
cycle, 375000000000,74.86
cycle, 125000000000,76.62
cycle, 175000000000,77.66
cycle, 50000000000,77
cycle, 225000000000,76.08
cycle, 150000000000,75.66
cycle, 200000000000,76.64
cycle, 450000000000,75.36
cycle, 500000000000,76.68

### ENERGY USAGE BY NODE ###

energy, 1,2949.640866
energy, 0,2954.785996
energy, sum,8853.772228
energy, 2,2949.345366
