### DELAY ###

delay, 18679633579.7344

### AVERAGE THROUGHPUT ###

avr_thr, 47.32

### END TO END LOSS ###

e2e, 0.0659625921704139

### FAIRNESS ###

fairness, 0.874694119248254

### TOTAL ENERGY USAGE ###

tot_ener, 1871.089548

### THROUGHPUT BY CYCLE ###

cycle, 300000000000,2.74
cycle, 475000000000,2.6
cycle, 275000000000,1.76
cycle, 25000000000,0.98
cycle, 250000000000,2.88
cycle, 400000000000,1.88
cycle, 75000000000,2.76
cycle, 425000000000,2.76
cycle, 350000000000,1.94
cycle, 325000000000,2.88
cycle, 100000000000,2.74
cycle, 375000000000,2.7
cycle, 125000000000,1.84
cycle, 175000000000,1.88
cycle, 50000000000,1.9
cycle, 225000000000,1.84
cycle, 150000000000,2.94
cycle, 200000000000,2.8
cycle, 450000000000,1.82
cycle, 500000000000,1.62

### ENERGY USAGE BY NODE ###

energy, 1,510.02114
energy, 0,531.290398
energy, 3,395.966682
energy, sum,1871.089548
energy, 2,433.811328
