### DELAY ###

delay, 4755401397.30597

### AVERAGE THROUGHPUT ###

avr_thr, 655.72

### END TO END LOSS ###

e2e, 0.235742252261607

### FAIRNESS ###

fairness, 0.567065499259953

### TOTAL ENERGY USAGE ###

tot_ener, 15499.606398

### THROUGHPUT BY CYCLE ###

cycle, 300000000000,30.9
cycle, 275000000000,32.12
cycle, 475000000000,32.14
cycle, 25000000000,18.64
cycle, 250000000000,35.84
cycle, 400000000000,29.36
cycle, 75000000000,36.36
cycle, 425000000000,30.28
cycle, 350000000000,33.02
cycle, 325000000000,32.5
cycle, 100000000000,35.12
cycle, 375000000000,32.58
cycle, 125000000000,35.12
cycle, 175000000000,30.9
cycle, 50000000000,32.5
cycle, 225000000000,30.2
cycle, 150000000000,31.86
cycle, 200000000000,32.34
cycle, 450000000000,29.5
cycle, 500000000000,28.74

### ENERGY USAGE BY NODE ###

energy, 6,1585.192988
energy, 3,1793.439784
energy, 7,1689.760322
energy, 2,1800.167288
energy, 8,1664.454712
energy, 1,2032.87332
energy, 4,1662.018606
energy, 0,1678.827668
energy, sum,15499.606398
energy, 5,1592.87171
