### DELAY ###

delay, 2907430646.57263

### AVERAGE THROUGHPUT ###

avr_thr, 285.94

### END TO END LOSS ###

e2e, -0.00683685950722196

### FAIRNESS ###

fairness, 1.01377117010574

### TOTAL ENERGY USAGE ###

tot_ener, 3614.657896

### THROUGHPUT BY CYCLE ###

cycle, 300000000000,14.18
cycle, 275000000000,14.12
cycle, 475000000000,14.38
cycle, 25000000000,12.62
cycle, 250000000000,14.2
cycle, 400000000000,13.94
cycle, 75000000000,14
cycle, 425000000000,14.4
cycle, 350000000000,14.02
cycle, 325000000000,14.2
cycle, 100000000000,14.24
cycle, 375000000000,14.46
cycle, 125000000000,14.1
cycle, 175000000000,13.92
cycle, 50000000000,14.1
cycle, 225000000000,14.1
cycle, 150000000000,14.38
cycle, 200000000000,14.46
cycle, 450000000000,14.1
cycle, 500000000000,14.08

### ENERGY USAGE BY NODE ###

energy, 1,2313.961218
energy, 0,1300.696678
energy, sum,3614.657896
