### DELAY ###

delay, 8463009824.87509

### AVERAGE THROUGHPUT ###

avr_thr, 111.28

### END TO END LOSS ###

e2e, -0.0124965289018746

### FAIRNESS ###

fairness, 1.0252676466129

### TOTAL ENERGY USAGE ###

tot_ener, 1474.341728

### THROUGHPUT BY CYCLE ###

cycle, 300000000000,5.66
cycle, 275000000000,5.28
cycle, 475000000000,6.46
cycle, 25000000000,3.46
cycle, 250000000000,6.52
cycle, 400000000000,4.4
cycle, 75000000000,6.46
cycle, 425000000000,6.6
cycle, 350000000000,4.4
cycle, 325000000000,6.46
cycle, 100000000000,6.42
cycle, 375000000000,6.4
cycle, 125000000000,4.54
cycle, 175000000000,4.34
cycle, 50000000000,4.44
cycle, 225000000000,4.4
cycle, 150000000000,6.62
cycle, 200000000000,6.48
cycle, 450000000000,4.26
cycle, 500000000000,5.2

### ENERGY USAGE BY NODE ###

energy, 1,778.836446
energy, 0,695.505282
energy, sum,1474.341728
