### DELAY ###

delay, 8040949026.70353

### AVERAGE THROUGHPUT ###

avr_thr, 115.84

### END TO END LOSS ###

e2e, 0.123859684104186

### FAIRNESS ###

fairness, 0.771484902738757

### TOTAL ENERGY USAGE ###

tot_ener, 3914.21531

### THROUGHPUT BY CYCLE ###

cycle, 300000000000,6.5
cycle, 275000000000,4.36
cycle, 475000000000,6.38
cycle, 25000000000,3.16
cycle, 250000000000,6.74
cycle, 400000000000,4.82
cycle, 75000000000,6.58
cycle, 425000000000,6.34
cycle, 350000000000,5.52
cycle, 325000000000,5.2
cycle, 100000000000,5.34
cycle, 375000000000,5.92
cycle, 125000000000,5.58
cycle, 175000000000,4.72
cycle, 50000000000,4.3
cycle, 225000000000,4.26
cycle, 150000000000,5.98
cycle, 200000000000,6.5
cycle, 450000000000,4.44
cycle, 500000000000,4.18

### ENERGY USAGE BY NODE ###

energy, 1,1212.286442
energy, 0,1014.943916
energy, 3,720.189736
energy, sum,3914.21531
energy, 2,966.795216
