### DELAY ###

delay, 4453074066.13952

### AVERAGE THROUGHPUT ###

avr_thr, 379.52

### END TO END LOSS ###

e2e, 0.0164911509930665

### FAIRNESS ###

fairness, 0.96581645732567

### TOTAL ENERGY USAGE ###

tot_ener, 3398.81646

### THROUGHPUT BY CYCLE ###

cycle, 300000000000,21.54
cycle, 275000000000,16.02
cycle, 475000000000,22.46
cycle, 25000000000,12.78
cycle, 250000000000,22.32
cycle, 400000000000,16.58
cycle, 75000000000,21.8
cycle, 425000000000,21.56
cycle, 350000000000,18.26
cycle, 325000000000,18.46
cycle, 100000000000,19.1
cycle, 375000000000,21.26
cycle, 125000000000,19.24
cycle, 175000000000,16.96
cycle, 50000000000,15.72
cycle, 225000000000,14.62
cycle, 150000000000,21.24
cycle, 200000000000,22.72
cycle, 450000000000,14.34
cycle, 500000000000,16.98

### ENERGY USAGE BY NODE ###

energy, 1,1008.131138
energy, 0,1374.29462
energy, sum,3398.81646
energy, 2,1016.390702
