### DELAY ###

delay, 19691954769.1752

### AVERAGE THROUGHPUT ###

avr_thr, 39.44

### END TO END LOSS ###

e2e, 0.256751865161735

### FAIRNESS ###

fairness, 0.568563264518344

### TOTAL ENERGY USAGE ###

tot_ener, 4158.600252

### THROUGHPUT BY CYCLE ###

cycle, 300000000000,2.44
cycle, 275000000000,1.48
cycle, 475000000000,1.84
cycle, 25000000000,0.58
cycle, 250000000000,2.28
cycle, 400000000000,1.52
cycle, 75000000000,2.48
cycle, 425000000000,2.34
cycle, 350000000000,2.02
cycle, 325000000000,1.7
cycle, 100000000000,2.18
cycle, 375000000000,2.28
cycle, 125000000000,1.94
cycle, 175000000000,1.56
cycle, 50000000000,1.66
cycle, 225000000000,1.64
cycle, 150000000000,2.58
cycle, 200000000000,2.46
cycle, 450000000000,1.38
cycle, 500000000000,1.02

### ENERGY USAGE BY NODE ###

energy, 6,482.849428
energy, 3,504.77855
energy, 7,440.561094
energy, 2,537.596634
energy, 1,604.86831
energy, 4,496.553394
energy, 0,605.249028
energy, sum,4158.600252
energy, 5,486.143814
