### DELAY ###

delay, 11196978960.4907

### AVERAGE THROUGHPUT ###

avr_thr, 190

### END TO END LOSS ###

e2e, 0.727927766506028

### FAIRNESS ###

fairness, 0.0739841946071315

### TOTAL ENERGY USAGE ###

tot_ener, 11517.846762

### THROUGHPUT BY CYCLE ###

cycle, 300000000000,8.78
cycle, 275000000000,9.24
cycle, 475000000000,8.94
cycle, 25000000000,5.96
cycle, 250000000000,8.76
cycle, 400000000000,8.48
cycle, 75000000000,8.76
cycle, 425000000000,8.76
cycle, 350000000000,9.06
cycle, 325000000000,8.56
cycle, 100000000000,8.74
cycle, 375000000000,8.88
cycle, 125000000000,8.42
cycle, 175000000000,8.86
cycle, 50000000000,8.64
cycle, 225000000000,8.5
cycle, 150000000000,8.84
cycle, 200000000000,8.88
cycle, 450000000000,8.96
cycle, 500000000000,8.74

### ENERGY USAGE BY NODE ###

energy, 6,1409.525788
energy, 3,1091.631618
energy, 7,1534.438422
energy, 2,1285.417828
energy, 8,1530.569558
energy, 1,1272.107512
energy, 4,1426.269714
energy, 0,561.216414
energy, sum,11517.846762
energy, 5,1406.669908
