### DELAY ###

delay, 34428264094.175

### AVERAGE THROUGHPUT ###

avr_thr, 246.38

### END TO END LOSS ###

e2e, 0.0229012991204613

### FAIRNESS ###

fairness, 0.881978529811482

### TOTAL ENERGY USAGE ###

tot_ener, 5348.66572

### THROUGHPUT BY CYCLE ###

cycle, 300000000000,12.08
cycle, 275000000000,12.56
cycle, 475000000000,12.28
cycle, 25000000000,5.28
cycle, 250000000000,12.1
cycle, 400000000000,12.46
cycle, 75000000000,11.54
cycle, 425000000000,12.06
cycle, 350000000000,12.34
cycle, 325000000000,12.56
cycle, 100000000000,12.08
cycle, 375000000000,12.12
cycle, 125000000000,12.2
cycle, 175000000000,12.2
cycle, 50000000000,10.18
cycle, 225000000000,11.96
cycle, 150000000000,12.18
cycle, 200000000000,11.86
cycle, 450000000000,12.18
cycle, 500000000000,12.06

### ENERGY USAGE BY NODE ###

energy, 6,236.890252
energy, 3,340.288294
energy, 7,344.987422
energy, 9,462.170806
energy, 2,339.477176
energy, 8,352.163144
energy, 1,331.403822
energy, 4,345.007382
energy, 0,2269.754924
energy, sum,5348.66572
energy, 5,326.522498
