### DELAY ###

delay, 5328328249.66077

### AVERAGE THROUGHPUT ###

avr_thr, 487.26

### END TO END LOSS ###

e2e, -0.006002108212098

### FAIRNESS ###

fairness, 1.00999267396373

### TOTAL ENERGY USAGE ###

tot_ener, 3983.861574

### THROUGHPUT BY CYCLE ###

cycle, 300000000000,28.96
cycle, 275000000000,19.8
cycle, 475000000000,28.26
cycle, 25000000000,16.02
cycle, 250000000000,28.36
cycle, 400000000000,22.22
cycle, 75000000000,28.08
cycle, 425000000000,28.78
cycle, 350000000000,24.6
cycle, 325000000000,23.34
cycle, 100000000000,24.16
cycle, 375000000000,26.14
cycle, 125000000000,23.6
cycle, 175000000000,21.74
cycle, 50000000000,19.66
cycle, 225000000000,19.24
cycle, 150000000000,26.58
cycle, 200000000000,28.78
cycle, 450000000000,19.44
cycle, 500000000000,18.86

### ENERGY USAGE BY NODE ###

energy, 1,850.444828
energy, 0,1427.996344
energy, 3,851.37305
energy, sum,3983.861574
energy, 2,854.047352
