### DELAY ###

delay, 33747886578.6211

### AVERAGE THROUGHPUT ###

avr_thr, 241.6

### END TO END LOSS ###

e2e, 0.0751703340283849

### FAIRNESS ###

fairness, 0.793312952649829

### TOTAL ENERGY USAGE ###

tot_ener, 3796.448466

### THROUGHPUT BY CYCLE ###

cycle, 300000000000,11.86
cycle, 275000000000,11.84
cycle, 475000000000,11.86
cycle, 25000000000,4.8
cycle, 250000000000,11.8
cycle, 400000000000,11.96
cycle, 75000000000,11.62
cycle, 425000000000,11.86
cycle, 350000000000,12.14
cycle, 325000000000,12.12
cycle, 100000000000,11.7
cycle, 375000000000,12.1
cycle, 125000000000,12.3
cycle, 175000000000,11.74
cycle, 50000000000,10.52
cycle, 225000000000,12.04
cycle, 150000000000,11.56
cycle, 200000000000,11.72
cycle, 450000000000,12.64
cycle, 500000000000,12.24

### ENERGY USAGE BY NODE ###

energy, 6,251.493946
energy, 3,358.140284
energy, 7,363.518662
energy, 9,495.127446
energy, 2,356.135072
energy, 8,364.338688
energy, 1,345.309774
energy, 4,364.788152
energy, 0,527.99656
energy, sum,3796.448466
energy, 5,369.599882
