### DELAY ###

delay, 60531985.7716978

### AVERAGE THROUGHPUT ###

avr_thr, 711.66

### END TO END LOSS ###

e2e, 0.0264569083447333

### FAIRNESS ###

fairness, 0.947823475141337

### TOTAL ENERGY USAGE ###

tot_ener, 5903.408004

### THROUGHPUT BY CYCLE ###

cycle, 300000000000,34.92
cycle, 275000000000,36.32
cycle, 475000000000,34.86
cycle, 25000000000,34.88
cycle, 250000000000,35.4
cycle, 400000000000,35.46
cycle, 75000000000,35.56
cycle, 425000000000,35.82
cycle, 350000000000,34.94
cycle, 325000000000,36.12
cycle, 100000000000,36.08
cycle, 375000000000,36.04
cycle, 125000000000,35.3
cycle, 175000000000,35.2
cycle, 50000000000,35.08
cycle, 225000000000,35.32
cycle, 150000000000,35.88
cycle, 200000000000,36.06
cycle, 450000000000,36.2
cycle, 500000000000,36.22

### ENERGY USAGE BY NODE ###

energy, 1,2949.478242
energy, 0,2953.929762
energy, sum,5903.408004
